year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,-4,6,-1,14,-4,5,23,33,23,10,30,37,37,22,16,23,23,14,7,16,16,31,21,18,1,15,23,15,11,6,13,20,22,14,17,-5,-14,-8,8,-3,4,20,24,23,22,19,20,18,26,26,20,19,13,3,6,26,24,7,29,38,29,11,17,13,12,27,38,30,27,15,16,33,25,9,23,19,18,24,19,18,30,28,30,32,33,30,32,27,24,22,27,35,36,31,29,32,34,41,47,41,26,34,41,45,44,44,45,42,48,50,46,47,41,47,51,45,49,46,50,55,49,52,64,65,67,66,70,68,70,68,73,68,46,44,48,46,46,51,51,51,48,47,50,56,61,67,64,55,61,67,73,69,74,61,63,64,64,62,60,65,73,74,73,74,70,67,60,64,66,69,70,73,69,70,66,69,68,70,64,70,67,66,59,61,67,71,64,71,76,78,70,57,62,66,67,64,62,68,66,62,73,76,73,69,64,67,64,58,64,59,61,57,60,62,59,66,69,67,73,66,66,64,66,64,72,64,63,66,64,70,62,56,52,51,62,66,66,59,68,67,66,62,59,56,52,57,65,68,68,63,65,53,59,62,70,59,45,44,47,55,50,57,63,71,72,72,67,51,60,57,49,52,53,45,47,50,49,47,47,47,53,41,39,39,46,54,47,38,34,42,32,44,43,33,35,43,33,35,35,44,54,39,31,27,38,36,30,33,41,39,44,56,50,39,31,29,33,35,41,39,34,40,42,45,16,10,25,34,23,43,32,30,32,29,19,33,27,13,14,17,14,19,8,6,13,4,-4,4,11,25,10,27,34,40,37,43,38,38,35,42,42,28,28,28,41
,13,25,27,34,37,28,19,9,10,24,21,13,-2,1,13,27,34,26,-13,1,23,26,24,4,-8,12,21,19,17,3,0,2,10,19,11,7,22,37,38,30,20,2,3,12,2,22,33,21,31,27,17,33,30,27,27,21,17,2,4,-3,22,29,28,15,31,6,17,32,38,35,29,25,10,22,14,7,21,40,39,38,39,38,38,35,33,35,34,30,31,30,31,37,31,33,43,44,41,38,37,37,36,37,38,49,44,46,45,43,52,27,33,44,60,63,62,55,49,49,45,54,55,54,58,54,53,57,44,42,55,62,58,60,60,62,61,51,52,55,55,56,62,49,55,63,60,48,46,51,54,59,63,52,50,55,70,68,59,64,54,55,56,63,62,59,57,60,60,57,60,61,67,50,59,64,73,71,65,51,58,60,64,65,64,70,76,79,81,78,78,81,79,75,75,70,71,69,69,71,72,72,73,72,74,74,69,69,66,60,62,62,64,67,68,69,68,72,65,62,63,67,66,63,66,66,61,68,69,71,64,60,61,65,57,60,58,60,60,59,58,64,62,69,56,57,61,52,51,58,63,60,63,71,73,69,51,60,59,52,53,59,46,52,55,46,45,52,55,57,57,52,45,47,52,57,45,45,47,50,48,46,45,44,33,43,61,54,46,62,67,56,37,42,42,44,42,38,40,46,46,45,45,47,30,30,39,47,44,42,42,48,39,35,37,34,28,34,31,37,28,42,37,24,20,19,34,33,21,15,27,43,39,19,24,22,15,18,11,9,28,29,21,31,31,37,39,44,32,27,38,38,37,25,5,6,18,11,11,9,4,20,22,8,3,23,28
,20,-8,3,-10,9,21,32,27,27,11,14,22,31,11,23,25,10,-1,6,14,30,27,30,16,3,20,13,-7,-12,-10,-10,14,5,-8,-1,16,27,13,27,25,37,36,41,34,24,30,18,5,9,30,25,26,33,35,34,27,27,30,28,16,16,23,19,27,20,26,32,34,37,43,45,40,42,30,26,39,38,38,42,38,31,40,30,34,37,42,48,42,39,39,29,28,26,23,25,28,33,37,38,44,45,45,47,50,50,47,47,49,39,42,41,47,48,47,43,45,42,41,47,44,49,49,55,46,48,46,47,47,45,51,57,58,51,47,51,52,53,53,61,66,56,60,62,58,57,59,56,62,64,63,61,64,63,61,64,62,69,64,69,71,61,57,68,70,70,64,58,57,60,63,59,60,56,59,64,73,74,67,67,69,67,72,68,80,85,66,59,66,72,69,57,55,53,60,65,72,64,62,71,77,76,76,69,68,73,72,73,73,74,79,75,70,68,72,68,77,70,64,64,72,71,68,66,65,71,63,63,71,72,68,63,61,65,70,68,73,73,68,59,54,59,67,65,68,73,75,75,68,70,72,58,58,59,50,52,50,56,60,64,64,59,60,53,45,55,60,56,48,56,55,50,54,57,65,67,67,68,63,50,42,51,55,37,50,58,46,45,44,38,38,34,35,47,44,54,54,48,47,54,50,39,34,41,39,38,39,38,39,41,50,41,37,41,37,34,25,24,37,33,38,33,39,40,41,37,31,32,32,24,9,17,21,16,19,30,29,32,21,34,31,28,25,18,17,27,11,10,-8,15,10,17,26,17,14,30,35,38,30,30,16,17,11,-2,23,25
,3,-10,13,22,40,29,23,17,12,-7,-12,-5,1,22,32,26,33,22,0,2,24,31,30,30,24,14,16,-4,6,-1,-1,2,8,6,18,4,4,9,8,3,-2,-8,-13,-2,7,-3,33,31,33,37,33,39,38,34,22,14,14,33,28,31,25,30,36,36,33,28,20,10,21,28,40,33,25,21,27,10,4,24,26,14,22,31,27,16,11,32,28,32,29,25,27,32,32,27,24,28,35,40,39,34,29,31,38,40,42,37,39,39,43,46,44,44,46,47,50,55,48,53,56,63,67,66,58,44,46,51,55,51,52,50,53,52,54,54,46,44,47,49,48,50,49,48,51,56,59,60,63,59,57,62,68,68,69,61,67,70,78,76,67,66,59,55,57,74,75,71,64,61,62,64,65,66,59,61,68,71,62,59,61,58,55,59,67,72,77,77,77,68,71,66,66,66,70,65,66,67,68,71,70,65,54,67,62,63,67,65,72,67,64,66,69,59,62,67,69,70,73,67,58,57,53,57,63,67,68,59,53,57,62,66,69,72,69,74,70,66,69,65,62,63,64,67,69,69,63,65,61,53,60,49,60,56,52,55,60,54,44,47,45,56,60,62,64,60,52,44,40,57,61,57,49,55,52,46,34,36,42,48,45,41,37,43,55,52,60,63,59,59,52,57,58,58,46,34,32,43,47,46,53,52,46,53,40,40,47,38,32,38,35,38,33,34,36,37,30,30,18,21,19,31,22,26,35,37,32,32,34,31,27,29,32,35,37,36,35,42,38,32,26,18,13,22,21,11,31,45,42,35,28,11,13,29,33,32,30,26,32,33,31,20,15,16,10,11,0
1900,5,9,-1,4,13,27,16,23,4,25,10,22,18,18,26,25,18,10,37,38,22,11,27,16,20,16,5,8,19,7,16,4,-11,-1,9,22,6,8,17,34,19,23,25,38,32,16,16,8,15,15,14,16,29,32,34,27,3,-7,-5,20,30,21,20,5,13,28,14,18,32,13,-1,6,26,14,19,8,5,30,39,27,21,36,25,18,17,34,32,31,25,26,35,36,36,37,29,34,37,34,28,27,37,34,40,36,40,39,39,46,55,51,50,57,51,45,41,44,40,42,42,52,49,46,53,47,38,39,39,41,48,31,36,43,53,64,68,51,54,49,49,47,42,52,52,59,57,55,60,62,54,58,67,68,69,64,56,60,65,77,67,68,56,66,67,59,64,64,59,62,60,60,62,65,63,58,63,67,60,75,74,69,62,52,61,57,69,62,61,71,74,72,66,63,69,62,65,63,75,79,77,66,67,70,65,66,70,72,66,63,61,68,69,69,69,58,60,56,60,67,72,64,73,71,76,67,59,58,65,70,67,62,62,54,57,59,62,63,73,75,72,72,66,68,67,57,64,73,70,63,67,65,56,64,55,56,65,58,54,52,55,59,54,44,45,60,56,53,58,53,60,65,58,52,60,56,58,56,59,64,65,60,63,48,47,44,50,51,54,58,54,35,38,35,32,41,47,59,61,51,43,51,48,50,54,41,48,55,46,39,38,39,35,50,44,31,32,33,33,31,24,21,14,34,36,39,51,45,39,33,28,32,30,17,17,30,28,33,33,31,28,14,19,23,11,4,-8,3,12,13,9,3,-8,-4,11,29,23,12,10,27,33,27,12,14,19,13,26
,22,6,2,-5,2,7,19,21,27,12,20,24,20,12,22,32,35,15,-12,-18,16,17,3,13,23,18,16,14,11,-3,14,6,3,-1,12,17,9,2,3,0,7,7,5,9,4,10,20,24,25,27,24,13,4,5,10,13,29,19,5,9,8,5,28,31,6,5,26,33,23,32,33,28,30,33,32,17,29,26,26,39,34,30,37,41,41,39,31,20,25,29,35,41,41,42,42,43,43,44,42,38,40,38,41,41,45,46,50,46,48,47,56,61,58,56,57,49,48,54,58,62,53,51,46,46,51,46,56,60,61,62,61,59,55,52,51,54,56,60,48,55,63,67,71,61,51,51,59,58,58,55,59,59,61,58,61,63,67,73,59,51,59,61,65,63,74,67,56,54,55,63,65,66,69,72,70,71,74,77,82,79,78,77,76,74,65,66,68,70,66,69,70,70,66,68,71,79,81,82,76,70,68,71,75,68,68,58,62,60,67,64,68,71,67,64,65,68,61,60,66,66,63,65,67,70,69,69,70,69,65,68,63,69,76,70,76,75,70,68,69,69,73,67,72,64,63,71,71,72,74,73,64,50,56,55,63,67,62,58,68,58,54,52,41,51,54,58,55,43,45,56,59,60,63,55,56,49,47,42,43,45,47,52,57,64,59,59,57,52,47,49,37,41,43,38,43,52,47,36,42,44,39,38,44,48,48,47,38,38,36,36,31,33,38,32,21,30,30,27,29,28,30,31,29,30,24,29,24,24,30,25,15,10,10,15,18,31,26,16,8,-4,-3,17,29,37,32,28,29,48,42,12,5,12,9,9,6,8,24,30,32,32,32,31,34,33,22
,9,5,19,3,1,19,26,18,12,10,15,21,15,8,6,24,19,9,24,4,9,34,34,20,11,12,32,17,3,6,5,20,31,23,2,6,2,1,9,11,19,11,13,12,21,9,9,18,24,17,17,15,27,19,23,37,38,40,41,46,41,39,29,21,21,21,21,30,32,38,47,45,31,33,41,46,31,20,32,44,47,43,34,37,37,40,49,52,48,41,37,38,35,34,41,41,43,42,47,39,37,41,40,37,37,44,46,47,43,47,48,55,57,51,39,43,48,50,53,59,52,52,53,50,52,50,59,56,49,32,39,44,52,42,48,48,48,51,50,54,48,58,74,71,67,64,59,49,47,54,50,61,72,73,63,56,55,56,56,53,59,50,62,58,66,66,72,65,58,57,59,57,60,53,55,59,63,55,61,55,58,63,60,60,64,66,66,61,74,74,68,60,61,68,73,72,60,55,64,62,67,63,64,69,67,67,65,64,73,73,71,74,76,72,75,70,63,69,64,59,63,64,67,62,55,60,62,54,54,56,58,59,59,66,62,59,61,65,67,59,62,68,71,71,67,61,64,55,51,61,63,61,59,57,60,64,52,51,55,57,56,57,64,64,63,67,60,49,49,61,67,66,68,65,61,53,46,54,58,53,52,44,39,43,54,55,53,38,47,34,30,56,52,42,34,43,33,48,33,44,50,40,34,36,42,41,46,44,46,47,46,34,35,29,39,39,36,49,48,39,40,39,40,42,36,45,41,31,33,27,31,28,19,31,31,32,32,31,18,9,3,8,-11,-3,11,1,-2,5,-4,20,35,32,28,25,13,37,28,3,9,23,24,20,13,32,22
,15,25,30,36,26,24,19,16,2,-4,6,22,9,8,16,26,28,16,-10,-7,23,24,15,-6,5,11,13,20,31,37,23,20,27,35,32,27,16,13,17,19,25,24,36,31,30,15,20,11,-5,-1,-1,9,20,16,31,24,25,28,40,33,21,14,31,32,32,24,39,46,42,41,40,39,41,39,38,37,41,56,57,56,44,41,55,47,39,41,41,35,33,42,43,37,51,39,25,25,36,48,47,44,40,37,42,47,42,44,39,33,38,36,35,41,47,48,42,45,48,52,54,64,58,38,41,53,52,52,53,53,59,62,63,64,61,54,60,59,64,68,70,70,66,65,49,43,48,53,64,70,61,48,48,54,55,59,56,57,63,64,66,70,73,67,66,63,60,59,64,56,58,59,62,57,59,58,60,58,65,62,59,62,62,69,74,65,61,64,70,72,74,77,75,72,69,67,64,59,61,66,70,58,68,66,72,68,66,66,68,56,56,59,74,67,57,57,59,57,60,59,67,55,58,65,62,60,60,58,60,60,63,60,73,67,62,71,60,56,52,62,60,61,59,60,61,67,67,68,73,70,54,52,51,54,66,74,64,68,73,72,71,70,61,49,52,56,58,59,62,48,54,65,53,46,48,51,52,51,52,63,55,51,59,57,52,50,48,56,46,44,46,52,47,40,54,50,38,44,37,32,35,29,28,35,47,49,50,44,46,47,49,32,28,34,48,41,40,40,34,37,35,29,31,30,20,20,15,20,32,28,26,13,14,15,19,17,18,16,20,26,28,28,27,28,20,29,20,26,34,24,-1,16,1,1,-5,19,36,24,12,32,36,21,-7,3,-8,7,10
,13,-4,-7,-12,-15,-11,12,6,21,20,17,6,26,33,11,-1,6,-7,-19,9,14,17,32,25,3,-2,13,-7,3,10,20,23,-3,6,-3,7,-1,16,22,-5,-7,5,9,19,10,23,13,1,11,11,10,13,38,33,24,16,3,4,20,25,35,37,22,4,21,32,38,26,9,13,14,17,22,27,25,17,21,31,36,29,29,36,39,35,47,30,26,27,32,40,41,41,32,30,40,44,44,49,50,49,39,40,37,29,29,31,28,40,42,33,36,37,44,49,53,46,49,48,49,50,54,50,57,60,59,54,62,65,70,61,59,56,60,62,59,57,57,59,57,57,61,65,66,68,64,70,67,59,61,65,61,61,60,64,66,70,66,69,70,61,60,62,56,59,63,66,58,59,62,61,64,73,72,61,68,72,79,68,61,63,70,75,66,59,63,65,65,68,68,69,73,73,74,73,64,69,74,70,73,74,77,69,58,63,64,64,74,74,71,72,62,75,78,69,71,66,67,75,67,63,60,57,65,68,62,71,69,65,69,66,59,56,65,66,61,61,64,68,59,63,67,58,55,51,63,71,66,57,52,53,57,50,56,70,68,54,54,58,52,59,62,66,52,49,44,40,49,58,54,51,53,45,60,49,43,45,44,50,49,37,37,51,52,55,43,37,37,44,43,46,54,64,50,42,39,42,46,56,45,35,30,39,40,28,34,30,39,35,33,28,28,31,26,25,24,31,35,35,20,35,20,13,19,23,34,26,32,30,33,27,15,19,12,33,31,21,6,5,9,19,16,13,5,-1,-4,2,11,3,1,5,5,12,12,22,14,4,25,23,-3,6,23,30,18,11,27
